condition,bootstrap_configuration,cluster_counts,probability,D,alpha,beta,weighted_sse,converged,alpha_at_lower_bound,beta_at_lower_bound,any_upper_bound
nordholt_h2o2,88,1;3;0;0;1,0.006400000000000004,-81.64757276456035,1.2091395086773942e-08,125.16431153075034,91.15642235377877,True,False,False,False
nordholt_h2o2,89,1;3;0;1;0,0.006400000000000004,-87.4739711851883,1.1296259508303192e-08,131.31896729618967,93.9753097092936,True,False,False,False
nordholt_h2o2,90,1;3;1;0;0,0.006400000000000004,-81.98242754675171,1.2091395086773942e-08,125.55855464712103,91.63636225810677,True,False,False,False
nordholt_h2o2,91,1;4;0;0;0,0.001600000000000002,-81.68871432151737,1.2091395086773942e-08,125.21762106012561,94.15840659094428,True,False,False,False
nordholt_h2o2,92,2;0;0;0;3,0.0032000000000000045,-82.99045219550617,1.2091395086773942e-08,126.9526979980967,84.11925439852773,True,False,False,False
nordholt_h2o2,93,2;0;0;1;2,0.009600000000000017,-88.81682138099859,1.2091395086773942e-08,133.1314335080907,86.27444379910584,True,False,False,False
nordholt_h2o2,94,2;0;0;2;1,0.009600000000000017,-94.64316185714,1.0781925706574868e-08,139.32337252923728,85.55044106292719,True,False,False,False
nordholt_h2o2,95,2;0;0;3;0,0.0032000000000000045,-100.46947040904504,1.0393408533374108e-08,145.52089712565706,81.94724585337266,True,False,False,False
nordholt_h2o2,96,2;0;1;0;2,0.009600000000000017,-83.32530677896658,1.2091395086773942e-08,127.34633583307334,84.56104790169978,True,False,False,False
nordholt_h2o2,97,2;0;1;1;1,0.019200000000000016,-89.15167237327364,1.2091395086773942e-08,133.52372003165073,86.55075477907725,True,False,False,False
nordholt_h2o2,98,2;0;1;2;0,0.009600000000000017,-94.97800768488443,1.0363869515532527e-08,139.7185172987062,85.66126947511894,True,False,False,False
nordholt_h2o2,99,2;0;2;0;1,0.009600000000000017,-83.66015672694074,1.2091395086773942e-08,127.74379525329296,84.99333022709833,True,False,False,False
nordholt_h2o2,100,2;0;2;1;0,0.009600000000000017,-89.48652043001076,1.2091395086773942e-08,133.92268821000485,86.81755457568744,True,False,False,False
nordholt_h2o2,101,2;0;3;0;0,0.0032000000000000045,-83.99500905373229,1.2091395086773942e-08,128.1371843429427,85.41610137407818,True,False,False,False
nordholt_h2o2,102,2;1;0;0;2,0.009600000000000017,-83.03159521636148,1.2077370219196632e-08,127.00313611955369,87.1165514181746,True,False,False,False
nordholt_h2o2,103,2;1;0;1;1,0.019200000000000016,-88.85797098682902,1.2091395086773942e-08,133.1701000896532,89.25140731433194,True,False,False,False
nordholt_h2o2,104,2;1;0;2;0,0.009600000000000017,-94.68431000826466,1.0297383648263983e-08,139.36106302402945,88.50707109275587,True,False,False,False
nordholt_h2o2,105,2;1;1;0;1,0.019200000000000016,-83.36645060959674,1.186554161391105e-08,127.3920160222118,87.55717624432647,True,False,False,False
nordholt_h2o2,106,2;1;1;1;0,0.019200000000000016,-89.19281878490611,1.2091395086773942e-08,133.56945247818717,89.52654962004742,True,False,False,False
nordholt_h2o2,107,2;1;2;0;0,0.009600000000000017,-83.7013024173858,1.2091395086773942e-08,127.78799059161298,87.98828989340664,True,False,False,False
nordholt_h2o2,108,2;2;0;0;1,0.009600000000000017,-83.07274489660145,1.2091395086773942e-08,127.0461946302822,90.11370483776088,True,False,False,False
nordholt_h2o2,109,2;2;0;1;0,0.009600000000000017,-88.89911628284788,1.2091395086773942e-08,133.2187473847426,92.22822722946623,True,False,False,False
nordholt_h2o2,110,2;2;1;0;0,0.009600000000000017,-83.40759695104316,1.1568679174370348e-08,127.4400803762631,90.55316098683417,True,False,False,False
nordholt_h2o2,111,2;3;0;0;0,0.0032000000000000045,-83.11388820202345,1.2091395086773942e-08,127.09850183712919,93.11071465715841,True,False,False,False
nordholt_h2o2,112,3;0;0;0;2,0.0032000000000000045,-84.45675730401118,1.2091395086773942e-08,128.8964772976506,85.90649099705506,True,False,False,False
nordholt_h2o2,113,3;0;0;1;1,0.006400000000000004,-90.28310562427025,1.2091395086773942e-08,135.08159645824833,87.33698165930015,True,False,False,False
nordholt_h2o2,114,3;0;0;2;0,0.0032000000000000045,-96.10942868157154,1.2091395086773942e-08,141.2691630265779,85.88827989351486,True,False,False,False
nordholt_h2o2,115,3;0;1;0;1,0.006400000000000004,-84.79160881868381,1.2091395086773942e-08,129.28850041639302,86.3066320436215,True,False,False,False
nordholt_h2o2,116,3;0;1;1;0,0.006400000000000004,-90.61795586867527,1.1849407560224502e-08,135.4726093358233,87.57164014864355,True,False,False,False
nordholt_h2o2,117,3;0;2;0;0,0.0032000000000000045,-85.12646153000617,1.2091395086773942e-08,129.6825806657605,86.69726190924324,True,False,False,False
nordholt_h2o2,118,3;1;0;0;1,0.006400000000000004,-84.49790426727877,1.170733462445032e-08,128.94002359834246,88.89867002807787,True,False,False,False
nordholt_h2o2,119,3;1;0;1;0,0.006400000000000004,-90.32426012300273,1.164303978536256e-08,135.10804330933448,90.30882721102834,True,False,False,False
nordholt_h2o2,120,3;1;1;0;0,0.006400000000000004,-84.83275673470081,1.1438528555260574e-08,129.33401382391872,89.29764240155559,True,False,False,False
nordholt_h2o2,121,3;2;0;0;0,0.0032000000000000045,-84.5390527465104,1.1351187155943453e-08,128.98095146517988,91.89070545943261,True,False,False,False
nordholt_h2o2,122,4;0;0;0;1,0.001600000000000002,-85.9230617603386,1.2091395086773942e-08,130.82779460730535,87.51131781498032,True,False,False,False
nordholt_h2o2,123,4;0;0;1;0,0.001600000000000002,-91.74939263510586,1.1867516047161461e-08,137.01513388016872,88.21710954561064,True,False,False,False
nordholt_h2o2,124,4;0;1;0;0,0.001600000000000002,-86.25791186062911,1.2091395086773942e-08,131.2215477699591,87.86980639182293,True,False,False,False
nordholt_h2o2,125,4;1;0;0;0,0.001600000000000002,-85.9642118395931,1.208761676957091e-08,130.86291204325968,90.49837889002035,True,False,False,False
nordholt_h2o2,126,5;0;0;0;0,0.0003200000000000001,-87.38936595165363,1.2091395086773942e-08,132.75539824006447,88.93373484092362,True,False,False,False
nordholt_bac,1,0;0;3,0.037037037037037035,-41.08887704074213,0.18479379564656837,10.424184763329887,3.1157952756082445,True,False,False,False
nordholt_bac,2,0;1;2,0.11111111111111119,-52.55191194697068,0.13457880775254458,10.500404924257676,18.860356382302477,True,False,False,False
nordholt_bac,3,0;2;1,0.11111111111111119,-64.49948092999593,0.047570624464713746,9.791413934165522,18.792789253354186,True,False,False,False
nordholt_bac,4,0;3;0,0.037037037037037035,-77.42658253986873,1.0000039836667402e-08,9.789044851734516,2.939326310265321,True,True,False,False
nordholt_bac,5,1;0;2,0.11111111111111119,-42.28824602238405,0.11078372495276005,8.930070600851321,4.540265152203181,True,False,False,False
nordholt_bac,6,1;1;1,0.2222222222222223,-53.34588019488808,0.0696553231383238,9.053152123456922,18.033806539085923,True,False,False,False
nordholt_bac,7,1;2;0,0.11111111111111119,-64.99011560374272,0.007419774660567871,8.336857551471123,15.773116602024146,True,False,False,False
nordholt_bac,8,2;0;1,0.11111111111111119,-43.5246340991849,0.06014624835399576,7.4744408290506525,5.483759171223191,True,False,False,False
nordholt_bac,9,2;1;0,0.11111111111111119,-54.2502303290561,0.02697465316593379,7.6234566405259,16.718115666371997,True,False,False,False
nordholt_bac,10,3;0;0,0.037037037037037035,-44.79201558643919,0.02529130441866293,6.047236330030001,5.945825219944508,True,False,False,False
nordholt_ddac,1,0;0;0;0;0;6,2.1433470507544566e-05,-999.9999999994668,599.0867202361462,119.90945143519417,41.89022340514792,True,False,False,True
nordholt_ddac,2,0;0;0;0;1;5,0.00012860082304526734,-999.9999999999776,527.1374235282773,111.74558567052802,47.34477335099091,True,False,False,True
nordholt_ddac,3,0;0;0;0;2;4,0.0003215020576131692,-999.9999999990015,477.0141439143289,105.88285409149051,51.64245083329765,True,False,False,True
nordholt_ddac,4,0;0;0;0;3;3,0.0004286694101508915,-999.9999999999989,440.4081137371545,101.47290766107821,55.0407381030329,True,False,False,True
nordholt_ddac,5,0;0;0;0;4;2,0.0003215020576131692,-82.39453260307643,1.0000000000000018e-08,40.54938493892403,69.96470600325276,True,True,False,False
nordholt_ddac,6,0;0;0;0;5;1,0.00012860082304526734,-82.58215823497196,1.0000000037468357e-08,39.56529847223257,68.8740850841879,True,True,False,False
nordholt_ddac,7,0;0;0;0;6;0,2.1433470507544566e-05,-82.74263900724888,1.0000000000000018e-08,38.80622637856978,67.38879497331361,True,True,False,False
nordholt_ddac,8,0;0;0;1;0;5,0.00012860082304526734,-80.6319625817309,1.0000000000000018e-08,34.81389431343936,108.56586587563999,True,True,False,False
nordholt_ddac,9,0;0;0;1;1;4,0.0006430041152263385,-80.69461048465779,1.0000000000000018e-08,34.59224829464699,105.69406530609146,True,True,False,False
nordholt_ddac,10,0;0;0;1;2;3,0.001286008230452675,-80.75723838006998,1.0000000000000018e-08,34.40300048754058,102.78961361568707,True,True,False,False
nordholt_ddac,11,0;0;0;1;3;2,0.001286008230452675,-80.81982053952683,1.0000000000000018e-08,34.23934436790009,99.85887828524807,True,True,False,False
nordholt_ddac,12,0;0;0;1;4;1,0.0006430041152263385,-80.88248279114781,1.0000000000000018e-08,34.096195039104614,96.90657621566805,True,True,False,False
nordholt_ddac,13,0;0;0;1;5;0,0.00012860082304526734,-80.94516768128825,1.0000000000000018e-08,33.96983694053456,93.93627643879503,True,True,False,False
nordholt_ddac,14,0;0;0;2;0;4,0.0003215020576131692,-78.43838693447502,1.0000000000000018e-08,31.2091228546051,114.51545984648834,True,True,False,False
nordholt_ddac,15,0;0;0;2;1;3,0.001286008230452675,-78.48212825462429,1.0000000000000018e-08,31.267905541284065,111.53872139598997,True,True,False,False
nordholt_ddac,16,0;0;0;2;2;2,0.0019290123456790144,-78.52633323830278,1.0000000000000018e-08,31.32012477766662,108.55653599478926,True,True,False,False
nordholt_ddac,17,0;0;0;2;3;1,0.001286008230452675,-78.57095888445767,1.0000000000000018e-08,31.366743100518256,105.56952133749017,True,True,False,False
nordholt_ddac,18,0;0;0;2;4;0,0.0003215020576131692,-78.61611020848653,1.0000000000000018e-08,31.40848694900947,102.57817757325327,True,True,False,False
nordholt_ddac,19,0;0;0;3;0;3,0.0004286694101508915,-75.9591067794712,1.0000151353016305e-08,29.455465174041688,108.52761909822524,True,True,False,False
nordholt_ddac,20,0;0;0;3;1;2,0.001286008230452675,-75.99652613090738,1.0000013261840551e-08,29.586111818629664,105.88093504258401,True,True,False,False
nordholt_ddac,21,0;0;0;3;2;1,0.001286008230452675,-76.03402400735524,1.0000000000000018e-08,29.706046596264514,103.20814033736485,True,True,False,False
nordholt_ddac,22,0;0;0;3;3;0,0.0004286694101508915,-76.07166817806885,1.0000000000000018e-08,29.81645651324119,100.51215464196343,True,True,False,False
