condition,parameter,fixed_value,profile_sse,reference_sse,relative_sse,delta_sse,conditional_gaussian_lr,n_observations,converged,optimized_D,optimized_alpha,optimized_beta
nordholt_h2o2,D_abs,6.309573444801936,369.40348018178736,88.32837226155871,4.182161073770348,281.0751079202287,50.07898406807972,35,True,-6.309573444801936,1.0000031305661168e-08,999.9999999999909
nordholt_h2o2,D_abs,7.943282347242821,358.2327476039687,88.32837226155871,4.055692847403175,269.90437534240994,49.00425374122524,35,True,-7.943282347242821,1.0000042131437954e-08,999.9999999999793
nordholt_h2o2,D_abs,10.0,344.49172867329935,88.32837226155871,3.900125405381496,256.16335641174066,47.635304774563,35,True,-10.000000000000002,1.0000057519846303e-08,999.9999999999518
nordholt_h2o2,D_abs,12.589254117941687,327.7033050058512,88.32837226155871,3.7100571041369745,239.37493274429247,45.886654395804456,35,True,-12.589254117941685,1.00000836978448e-08,999.9999999998798
nordholt_h2o2,D_abs,15.848931924611142,307.3770104157211,88.32837226155871,3.4799351844219855,219.04863815416238,43.645478395639266,35,True,-15.848931924611144,1.0000123793495493e-08,999.9999999996862
nordholt_h2o2,D_abs,17.545306483070398,297.1557454278946,88.32837226155871,3.364216251466228,208.8273731663359,42.46182584249878,35,True,-17.545306483070394,1.0000148790519835e-08,999.9999999995175
nordholt_h2o2,D_abs,18.512282074034445,291.43866140775685,88.32837226155871,3.299490910403582,203.11028914619814,41.78188654489457,35,True,-18.51228207403444,1.0000165462236583e-08,999.9999999993807
nordholt_h2o2,D_abs,19.532550652181268,285.49253226183043,88.32837226155871,3.2321724600157644,197.16416000027172,41.06040747860237,35,True,-19.53255065218127,1.000018294652662e-08,999.9999999992191
nordholt_h2o2,D_abs,19.952623149688787,283.0700242305037,88.32837226155871,3.2047463004556946,194.74165196894498,40.76215254353896,35,True,-19.952623149688787,1.0000191340817952e-08,999.999999999132
nordholt_h2o2,D_abs,20.609049357299522,279.31447989761966,88.32837226155871,3.162228316293561,190.98610763606095,40.29469298651931,35,True,-20.609049357299522,1.0000204928298624e-08,999.999999998989
nordholt_h2o2,D_abs,21.744877203949617,272.9025713857972,88.32837226155871,3.089636595789129,184.5741991242385,39.481871710845475,35,True,-21.744877203949613,1.0000228156950191e-08,999.9999999987066
nordholt_h2o2,D_abs,22.94330400287836,266.25599606911237,88.32837226155871,3.0143881207351235,177.92762380755366,38.61889025936234,35,True,-22.94330400287836,1.000025745656196e-08,999.9999999983087
nordholt_h2o2,D_abs,24.207779774119974,259.3752665922268,88.32837226155871,2.936488694981977,171.0468943306681,37.702509115098565,35,True,-24.20777977411997,1.000028928948084e-08,999.9999999978131
nordholt_h2o2,D_abs,25.11886431509582,254.50165319675128,88.32837226155871,2.8813126142879533,166.17328093519257,37.03860857083672,35,True,-25.118864315095824,1.0000316163448588e-08,999.9999999973388
nordholt_h2o2,D_abs,25.54194467888206,252.26244677463205,88.32837226155871,2.8559616838362016,163.93407451307334,36.729301992726114,35,True,-25.541944678882064,1.000032770445097e-08,999.9999999971212
nordholt_h2o2,D_abs,26.949639498808093,244.92140959147764,88.32837226155871,2.772850934762098,156.59303732991893,35.695660323500334,35,True,-26.949639498808093,1.0000374527620024e-08,999.9999999961743
nordholt_h2o2,D_abs,28.434916692784334,237.35812890931683,88.32837226155871,2.687224080236076,149.02975664775812,34.59780521273809,35,True,-28.434916692784334,1.0000427754412191e-08,999.9999999949141
nordholt_h2o2,D_abs,30.00205206312109,229.58100904988598,88.32837226155871,2.599176268866914,141.25263678832727,33.431810130701905,35,True,-30.002052063121084,1.000049162937778e-08,999.9999999932114
nordholt_h2o2,D_abs,31.622776601683793,221.75719943454754,88.32837226155871,2.5105998645359193,133.42882717298883,32.218260005579005,35,True,-31.62277660168379,1.0000566697024225e-08,999.9999999908782
nordholt_h2o2,D_abs,31.655557064693095,221.60125673014352,88.32837226155871,2.508834376274206,133.2728844685848,32.193638867520946,35,True,-31.655557064693088,1.0000569876846856e-08,999.9999999907787
nordholt_h2o2,D_abs,33.4001917924742,213.43330045646758,88.32837226155871,2.4163617532138724,125.10492819490887,30.879205040401132,35,True,-33.4001917924742,1.0000667466188373e-08,999.9999999873494
nordholt_h2o2,D_abs,35.240978684855016,205.0952630413842,88.32837226155871,2.321963575124586,116.76689077982547,29.484461870446673,35,True,-35.24097868485502,1.0000780701626435e-08,999.9999999826679
