condition,initial_condition_scenario,initial_fraction,bootstrap_id,sampled_replicates,D,alpha,beta,train_sse
ciprofloxacin,classification_anchor,0.00016165371753033532,198,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,199,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,200,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ampicillin,assumed_0.1pct,0.001,1,6;6;4;3;1;5,-4.535433686102612,6.125785650407252e-08,1.374806117267435,69.95097301363342
ampicillin,assumed_0.1pct,0.001,2,6;2;6;5;5;1,-4.477365843820762,1.0000116859848226e-08,1.4069642657699994,44.55017907332899
ampicillin,assumed_0.1pct,0.001,3,1;3;6;5;4;1,-4.688546647230974,1.0024302979440474e-08,1.4348874719664364,69.7482201793273
ampicillin,assumed_0.1pct,0.001,4,1;3;2;3;3;4,-5.010479159560214,2.0000682801378346e-07,1.5002583677766268,73.69892690668053
ampicillin,assumed_0.1pct,0.001,5,4;2;3;6;2;5,-4.3790776804911005,1.0000283246924774e-08,1.3772745878043307,58.276186022217004
ampicillin,assumed_0.1pct,0.001,6,6;4;6;1;2;5,-4.275718039123848,7.203441602636044e-08,1.3761685061018856,54.6650679883303
ampicillin,assumed_0.1pct,0.001,7,5;5;2;3;3;3,-6.4823232011524885,0.012256411397689411,1.7579994042094378,49.696548487267286
ampicillin,assumed_0.1pct,0.001,8,5;6;2;2;1;4,-4.284309729051775,1.6186776942569797e-07,1.4063259672262174,50.46099369211453
ampicillin,assumed_0.1pct,0.001,9,6;5;3;2;3;4,-4.6856711962369975,2.484214795444529e-08,1.376703184092301,71.66897014507512
ampicillin,assumed_0.1pct,0.001,10,1;3;6;2;4;2,-4.432990201553582,1.0163169807538603e-07,1.4173717959283587,62.03981065755974
ampicillin,assumed_0.1pct,0.001,11,4;3;4;5;4;2,-4.190581323024549,1.2626119622611551e-08,1.3223100172502424,77.86759558708597
ampicillin,assumed_0.1pct,0.001,12,1;2;6;4;3;4,-4.340133999317815,1.2642684673999971e-08,1.368357342309775,76.07653835349565
ampicillin,assumed_0.1pct,0.001,13,4;6;5;5;6;1,-4.370498742707841,1.0000552370349889e-08,1.3723311714992859,58.75876181219103
ampicillin,assumed_0.1pct,0.001,14,5;6;6;2;3;4,-4.374648151198244,1.2974205007059844e-08,1.3473644307171562,61.826606274212565
ampicillin,assumed_0.1pct,0.001,15,1;6;2;6;5;3,-4.648293566183525,1.0014927350594409e-08,1.4164335094898355,54.138486154786285
ampicillin,assumed_0.1pct,0.001,16,6;2;6;2;3;3,-4.6722973449326535,1.0004036055010407e-08,1.3965640363729317,58.33319435971006
ampicillin,assumed_0.1pct,0.001,17,5;5;1;4;6;2,-4.377749336791486,1.0000074366715482e-08,1.3993488215737249,54.52255823348101
ampicillin,assumed_0.1pct,0.001,18,3;2;1;1;3;2,-4.919396611085371,1.000086721040063e-08,1.6256108748017852,39.22779517975683
ampicillin,assumed_0.1pct,0.001,19,4;2;5;2;4;1,-4.205539328422107,1.0034567387419464e-08,1.395549557082036,59.253231150514
ampicillin,assumed_0.1pct,0.001,20,2;4;3;6;4;6,-4.180062342289609,1.0007062776872267e-08,1.3132043880507211,67.79859601211682
ampicillin,assumed_0.1pct,0.001,21,1;6;3;1;6;1,-4.817487852142619,4.918567283684329e-08,1.478939391820406,57.35206904785548
ampicillin,assumed_0.1pct,0.001,22,1;3;4;1;5;4,-4.585684584978078,6.634010780838094e-07,1.4270930241717006,81.35523746101968
ampicillin,assumed_0.1pct,0.001,23,2;3;1;2;2;5,-4.631658987581169,1.4362372786433437e-07,1.5351731429377298,38.08820088835909
ampicillin,assumed_0.1pct,0.001,24,6;3;6;1;6;5,-4.6488165297088315,1.2722000230174602e-08,1.3828677983080453,59.312940561131825
ampicillin,assumed_0.1pct,0.001,25,2;2;3;1;1;6,-4.671403429906791,1.4343897271827762e-08,1.5122851686953982,46.73636138154887
ampicillin,assumed_0.1pct,0.001,26,6;4;1;2;6;3,-4.431191519302215,1.8013407152628225e-08,1.3793509525528145,66.77958651049352
ampicillin,assumed_0.1pct,0.001,27,2;3;5;2;5;4,-4.492485902605125,1.1798008158870456e-08,1.4098484793984287,57.11961480549649
ampicillin,assumed_0.1pct,0.001,28,3;5;4;1;4;4,-4.342526911565247,1.1454867835081444e-08,1.354613575531932,88.91881257247272
ampicillin,assumed_0.1pct,0.001,29,5;6;4;1;5;3,-4.65746505466722,1.0003590933740904e-08,1.3997742946654834,67.8007206376702
ampicillin,assumed_0.1pct,0.001,30,3;3;3;2;5;4,-5.044007834360391,1.0000004455658897e-08,1.4314206875771303,74.39930838655786
ampicillin,assumed_0.1pct,0.001,31,2;6;1;5;4;4,-4.196241837559493,1.0040187451087306e-08,1.3662115588978299,62.9763300898317
ampicillin,assumed_0.1pct,0.001,32,3;3;3;2;6;2,-4.999820296799303,1.3371568975266934e-07,1.4673956649174973,59.942732755963405
ampicillin,assumed_0.1pct,0.001,33,4;4;4;6;2;6,-3.8952130793800994,1.0000178166740839e-08,1.2903233171436042,53.16135708162842
ampicillin,assumed_0.1pct,0.001,34,1;5;5;6;1;4,-4.531213149408033,1.4472190967500689e-07,1.4221364059712291,60.9288998347545
ampicillin,assumed_0.1pct,0.001,35,5;1;2;1;1;3,-4.920022186633246,1.000024233270709e-08,1.5822274723085032,36.596737515121646
ampicillin,assumed_0.1pct,0.001,36,5;5;2;6;4;4,-4.11839613489525,1.00038369220958e-08,1.3399682072032286,56.19311624531842
ampicillin,assumed_0.1pct,0.001,37,5;6;4;6;3;3,-4.689574560423887,1.000119120210947e-08,1.3439386688405892,75.63499165622692
ampicillin,assumed_0.1pct,0.001,38,4;3;3;3;2;1,-5.010717590659638,2.000062164114693e-07,1.5003836406446032,73.69896043490735
ampicillin,assumed_0.1pct,0.001,39,3;2;4;4;2;5,-4.28346812241934,1.4897434356387556e-08,1.3641272094358632,67.18335210537194
ampicillin,assumed_0.1pct,0.001,40,4;4;4;5;1;4,-4.050129773565478,1.2296069957865067e-07,1.3223841655422113,79.9076601543776
ampicillin,assumed_0.1pct,0.001,41,1;3;1;3;5;6,-5.106637220490001,1.0682177916649245e-08,1.4995662143269959,54.762369631692366
ampicillin,assumed_0.1pct,0.001,42,5;6;2;6;5;1,-4.477333747788319,5.600098080744183e-08,1.4070018837352032,44.55021837446287
ampicillin,assumed_0.1pct,0.001,43,4;1;3;2;6;4,-4.340106431122753,4.629745755176194e-08,1.3682858455357267,76.07664337600299
ampicillin,assumed_0.1pct,0.001,44,6;3;5;6;2;4,-4.37417527603201,6.579283286185926e-08,1.3473922393481808,61.82667562960106
ampicillin,assumed_0.1pct,0.001,45,1;3;6;3;1;3,-5.29003011744228,3.2008021534573643e-06,1.5400945686045968,55.96461328186422
ampicillin,assumed_0.1pct,0.001,46,1;2;2;5;3;5,-4.763001190494501,2.6825292784288245e-07,1.5052994917987106,41.11674598653891
ampicillin,assumed_0.1pct,0.001,47,1;5;3;5;4;5,-4.7906093187199845,4.7055052013976877e-07,1.4276249327059487,63.87633922022107
ampicillin,assumed_0.1pct,0.001,48,2;2;3;6;1;4,-4.433176399698913,1.391843520644895e-08,1.4173576683988518,62.03961766525526
ampicillin,assumed_0.1pct,0.001,49,6;2;5;3;4;5,-4.491220569051355,1.2307277783731869e-08,1.3722389488966553,61.72934677366191
ampicillin,assumed_0.1pct,0.001,50,3;1;3;6;3;4,-5.043542108523227,1.0361282172192959e-08,1.4271648813479327,82.02661269425018
ampicillin,assumed_0.1pct,0.001,51,6;4;5;6;2;3,-4.374479463126452,3.701082243583317e-08,1.3474261944051582,61.826636220375164
ampicillin,assumed_0.1pct,0.001,52,4;5;5;2;2;2,-4.220768244824748,1.0000181595832487e-08,1.408279119612922,41.481122176059365
ampicillin,assumed_0.1pct,0.001,53,1;4;3;1;6;4,-4.482425937235211,1.2372431209333213e-08,1.3978402931402523,83.87018263128445
ampicillin,assumed_0.1pct,0.001,54,1;3;3;4;4;1,-4.741701919569982,1.0137573307370728e-08,1.445185457023593,89.51775551074459
ampicillin,assumed_0.1pct,0.001,55,5;6;2;2;5;3,-4.608210635118402,4.213927514282344e-07,1.4197027093278114,46.239763732296645
ampicillin,assumed_0.1pct,0.001,56,2;5;2;4;5;1,-4.383662640734578,1.003822244020287e-08,1.4360013382020085,49.2155958400019
ampicillin,assumed_0.1pct,0.001,57,1;1;6;4;5;2,-4.4343021533669065,1.0000430909048605e-08,1.431011746099228,57.64702250469093
ampicillin,assumed_0.1pct,0.001,58,2;3;5;1;1;5,-4.914703919726922,1.0049762939633733e-08,1.5302390647167468,40.875821833757826
ampicillin,assumed_0.1pct,0.001,59,6;5;5;1;2;1,-4.634879297793506,1.0018192177625889e-08,1.4666490226200024,42.706880457909925
ampicillin,assumed_0.1pct,0.001,60,6;5;4;3;6;5,-4.48760675274308,1.0052123099194231e-08,1.3455493730147212,65.3763868606398
ampicillin,assumed_0.1pct,0.001,61,1;4;5;5;1;3,-4.809786405523067,2.6797581897730908e-08,1.467161502697732,64.33508319715126
ampicillin,assumed_0.1pct,0.001,62,6;3;2;2;1;6,-4.531212229840631,3.055065761075363e-07,1.4272175254465271,51.47867602037611
ampicillin,assumed_0.1pct,0.001,63,3;5;2;6;1;6,-4.648477156493792,3.9913655718564455e-08,1.4163671829317204,54.13851483874983
ampicillin,assumed_0.1pct,0.001,64,3;5;4;2;1;5,-4.655066201211999,1.0031819670076214e-08,1.440170375262605,61.87366051927949
ampicillin,assumed_0.1pct,0.001,65,2;4;3;5;1;1,-4.684837694662453,4.433165299316445e-08,1.4839246289718664,62.13493973754965
ampicillin,assumed_0.1pct,0.001,66,4;2;4;3;3;6,-4.4483005641259465,6.3542639310577e-08,1.332474291189917,82.65280096322351
ampicillin,assumed_0.1pct,0.001,67,4;3;3;3;2;5,-5.04400733095347,1.0000004455658897e-08,1.4314208556673673,74.39930838465598
ampicillin,assumed_0.1pct,0.001,68,5;1;2;2;6;3,-4.64328504997273,1.0000505110585621e-08,1.4635194901922906,47.44141115799285
ampicillin,assumed_0.1pct,0.001,69,3;1;3;5;1;4,-4.979033095064645,1.9611654770373705e-07,1.4937406618316962,69.32426215671087
ampicillin,assumed_0.1pct,0.001,70,2;5;2;4;4;5,-4.129589571310491,1.000053833164932e-08,1.3629895197552229,53.39967922003436
ampicillin,assumed_0.1pct,0.001,71,1;3;3;4;3;6,-5.043568771078368,1.0000000113890178e-08,1.42720999914815,82.02661124774738
ampicillin,assumed_0.1pct,0.001,72,6;2;1;6;3;3,-4.827479558261271,1.885723681692651e-08,1.4313278020253302,61.91511079498043
ampicillin,assumed_0.1pct,0.001,73,3;1;6;5;5;6,-4.778860766072362,1.305744312815421e-07,1.407291376828695,56.08289278591545
ampicillin,assumed_0.1pct,0.001,74,3;5;4;5;4;3,-4.6974890704157275,1.96235910511883e-08,1.3599213883172045,84.74735223855691
ampicillin,assumed_0.1pct,0.001,75,3;4;1;6;6;4,-4.333712487183375,7.145889080969181e-08,1.3422715796022173,79.37439317390844
ampicillin,assumed_0.1pct,0.001,76,3;2;4;4;6;5,-4.276951350630532,1.826361891257236e-08,1.3357822133380244,70.24345609254637
ampicillin,assumed_0.1pct,0.001,77,5;3;4;1;6;3,-4.844785119401766,1.0008366901232685e-08,1.4103551938943752,75.83949908688513
ampicillin,assumed_0.1pct,0.001,78,6;1;5;5;5;2,-4.594286367423262,4.3489843381165587e-07,1.4324907971371263,41.776498452730245
ampicillin,assumed_0.1pct,0.001,79,3;3;3;1;5;4,-5.199736034942247,4.854018375391482e-07,1.4712660016887793,74.17465130646254
ampicillin,assumed_0.1pct,0.001,80,1;1;2;3;6;3,-4.954287356729193,1.0006623100233707e-08,1.5246923749980923,53.580495343757256
ampicillin,assumed_0.1pct,0.001,81,1;2;3;4;6;4,-4.340225873714781,4.628347453137992e-08,1.3683215478627695,76.07664111535009
ampicillin,assumed_0.1pct,0.001,82,4;1;5;1;2;1,-4.574270363347991,1.8067354324000637e-08,1.4992052361735835,54.3879202874477
ampicillin,assumed_0.1pct,0.001,83,5;3;6;2;2;2,-4.482851589344212,7.267520886267779e-07,1.4327640289861752,43.31608601427178
ampicillin,assumed_0.1pct,0.001,84,2;2;2;5;3;1,-4.632834325918374,1.0018725575402023e-08,1.5344794064974163,38.087996796550044
ampicillin,assumed_0.1pct,0.001,85,6;3;4;2;3;2,-4.554989690149764,1.9376137303642427e-08,1.3839118141009015,69.25855170033314
ampicillin,assumed_0.1pct,0.001,86,3;5;6;6;4;4,-4.267988664445919,1.518708776036954e-08,1.3158780625063429,72.7444620287014
ampicillin,assumed_0.1pct,0.001,87,3;6;5;6;3;1,-4.977317057918018,1.367614519375459e-06,1.4188852363980244,62.91542931137482
ampicillin,assumed_0.1pct,0.001,88,4;1;6;4;2;2,-4.121659792307939,1.0037052293654558e-08,1.3681530916122686,57.905485298228605
ampicillin,assumed_0.1pct,0.001,89,1;6;3;2;4;6,-4.431077342320339,1.013304131532842e-08,1.3793554172163156,66.77957097277438
ampicillin,assumed_0.1pct,0.001,90,1;1;3;6;2;1,-4.809840339061706,1.0055214917781874e-08,1.5365723477092836,47.127446964008655
ampicillin,assumed_0.1pct,0.001,91,1;3;4;1;5;2,-4.684489997073319,1.0055007365594872e-08,1.483945363269493,62.13486161673215
ampicillin,assumed_0.1pct,0.001,92,1;3;1;6;5;5,-4.927483898489634,1.0000054658496222e-08,1.4724506625976765,50.97469625277778
ampicillin,assumed_0.1pct,0.001,93,1;2;1;6;3;6,-4.678780521712004,2.6837343672810427e-08,1.4546542789080705,55.434163775888905
ampicillin,assumed_0.1pct,0.001,94,2;2;1;4;3;2,-4.429709585800541,1.0031458601855207e-08,1.474662351665757,55.56673549812569
ampicillin,assumed_0.1pct,0.001,95,3;6;5;4;3;2,-4.6856534060464305,1.1472193758028292e-08,1.376715282548983,71.66895275552065
ampicillin,assumed_0.1pct,0.001,96,6;5;2;2;5;6,-4.306991700155125,1.0665174181797043e-08,1.383862616828182,36.96795862747614
ampicillin,assumed_0.1pct,0.001,97,2;1;1;6;1;5,-4.667313460411505,4.7963268534053e-07,1.5043046248199299,42.11285557563794
ampicillin,assumed_0.1pct,0.001,98,1;3;6;6;3;5,-4.977416762474029,1.000000003462704e-08,1.4188457333816837,62.91435793022344
ampicillin,assumed_0.1pct,0.001,99,6;6;2;5;1;2,-4.373113597195459,1.0000002626156473e-08,1.415151089316654,41.006243112009855
ampicillin,assumed_0.1pct,0.001,100,6;5;3;1;5;3,-5.131259919683521,3.048085996980228e-08,1.4521273515843245,55.99590895149443
ampicillin,assumed_0.1pct,0.001,101,2;1;1;5;3;4,-4.684928156865186,4.6581047013907504e-08,1.48392617843478,62.13494544381206
ampicillin,assumed_0.1pct,0.001,102,5;3;1;1;6;6,-4.799935909630347,8.420130824448153e-08,1.4420059418240136,57.433171257814635
ampicillin,assumed_0.1pct,0.001,103,3;1;4;6;4;2,-4.3403956611438534,1.0001444368188699e-08,1.3683780335307278,76.07653238940026
ampicillin,assumed_0.1pct,0.001,104,3;2;3;6;5;6,-4.818135252821327,1.1963778581767309e-08,1.3874013079209198,60.06535903461696
ampicillin,assumed_0.1pct,0.001,105,3;5;6;5;1;1,-4.92684689061377,1.0008103109022839e-08,1.4725251681268439,50.97469286215943
ampicillin,assumed_0.1pct,0.001,106,6;1;2;3;1;6,-4.678774140733297,2.6837344252110957e-08,1.454658311290254,55.43416375213087
ampicillin,assumed_0.1pct,0.001,107,5;5;5;6;6;3,-4.858484902219459,0.0010956003239588087,1.426930665464985,53.35832307339391
ampicillin,assumed_0.1pct,0.001,108,6;6;3;6;3;5,-4.824737064313496,1.0000000585553188e-08,1.3538896142578107,64.51613862316906
ampicillin,assumed_0.1pct,0.001,109,2;4;3;6;3;2,-4.555187917149123,6.34830856312688e-08,1.3837951698675441,69.25862803424062
ampicillin,assumed_0.1pct,0.001,110,3;4;6;5;1;2,-4.538952916209706,1.0338010492953435e-08,1.4078665851140222,65.24482632697936
ampicillin,assumed_0.1pct,0.001,111,4;3;4;4;4;3,-4.2530799063969535,1.0099553235275682e-08,1.2786426379036926,100.74180456440858
ampicillin,assumed_0.1pct,0.001,112,5;3;3;6;6;1,-4.975548087186401,1.0000027097645299e-08,1.418868270320402,62.91436035970426
ampicillin,assumed_0.1pct,0.001,113,2;3;6;3;1;2,-4.810281647596015,1.0009695234173297e-08,1.4938053149168926,53.93135897974112
ampicillin,assumed_0.1pct,0.001,114,4;2;3;3;2;2,-4.54262672324879,1.0018203374869534e-08,1.4449459983877,63.77692685114029
ampicillin,assumed_0.1pct,0.001,115,5;5;4;3;1;2,-4.655066201211999,1.0031819670076214e-08,1.440170375262605,61.87366051927949
ampicillin,assumed_0.1pct,0.001,116,2;3;6;2;5;5,-4.608915932826562,3.952751700140299e-08,1.41950875797176,46.239533735076996
ampicillin,assumed_0.1pct,0.001,117,5;2;2;6;3;2,-4.482821536612644,1.2471174124559826e-07,1.4326831309967931,43.315628373284774
ampicillin,assumed_0.1pct,0.001,118,4;6;5;1;6;6,-4.268176497843179,1.0408852363845084e-07,1.3534387649763224,58.09464042969931
ampicillin,assumed_0.1pct,0.001,119,1;4;4;1;2;2,-4.269502748938009,4.209409653388421e-07,1.4320994058060057,63.437823431413165
ampicillin,assumed_0.1pct,0.001,120,2;6;4;6;5;2,-4.114978362904393,1.609186645877546e-07,1.3516129837369573,43.65416013173411
ampicillin,assumed_0.1pct,0.001,121,5;5;1;6;5;2,-4.594286367423262,4.3489843381165587e-07,1.4324907971371263,41.776498452730245
ampicillin,assumed_0.1pct,0.001,122,1;3;6;1;4;3,-4.853279703476468,1.0000003866276101e-08,1.4537426520749541,76.76790954030729
ampicillin,assumed_0.1pct,0.001,123,1;4;5;1;2;4,-4.3497651857841335,2.928280445766041e-08,1.422772989703384,67.70431144503682
ampicillin,assumed_0.1pct,0.001,124,6;5;3;3;2;5,-4.970218474819081,1.0000082891676193e-08,1.4210702046921797,55.310158732795834
ampicillin,assumed_0.1pct,0.001,125,5;5;6;4;2;5,-4.310772591324733,1.2717931675757067e-08,1.3705096024597958,50.002625501096254
ampicillin,assumed_0.1pct,0.001,126,4;3;4;1;5;4,-4.342343489691007,1.0061900512981257e-08,1.3546190108111058,88.91880894442068
ampicillin,assumed_0.1pct,0.001,127,1;1;2;6;3;3,-4.9546976901224005,1.019842122131258e-08,1.5247219069456024,53.58050658375911
ampicillin,assumed_0.1pct,0.001,128,5;5;3;3;5;6,-6.038342542359513,0.009027277822713276,1.6183401468967968,54.951375780775834
ampicillin,assumed_0.1pct,0.001,129,5;1;2;5;4;1,-4.535048645993521,1.0562746157246504e-07,1.4606374798039101,54.38178018679102
ampicillin,assumed_0.1pct,0.001,130,2;6;2;2;3;1,-4.525552819165262,4.481067688672165e-08,1.483495902246985,44.38159487636644
ampicillin,assumed_0.1pct,0.001,131,6;1;4;3;4;3,-4.601092481596784,6.812316238286777e-08,1.3689861695500436,90.47425691816397
ampicillin,assumed_0.1pct,0.001,132,6;4;3;4;2;2,-4.188527065448759,1.0511721335291221e-08,1.3347761105829805,65.4868215265342
ampicillin,assumed_0.1pct,0.001,133,5;4;1;5;1;6,-4.531161715816725,1.0035875139194414e-08,1.422213463925935,60.92860736237199
ampicillin,assumed_0.1pct,0.001,134,4;1;2;5;6;1,-4.434320549373821,1.0017436880037733e-08,1.4313187867696942,57.64704573456849
ampicillin,assumed_0.1pct,0.001,135,2;1;2;5;1;4,-4.437913491620541,1.0018925393000073e-08,1.4755232507680867,50.83198697004911
ampicillin,assumed_0.1pct,0.001,136,3;6;1;3;1;1,-5.091245528374553,1.00314835210889e-08,1.550344262167128,51.503007409585486
ampicillin,assumed_0.1pct,0.001,137,4;2;1;2;2;6,-4.199852283927526,1.0034633136575835e-08,1.414296379888005,45.86600731501477
ampicillin,assumed_0.1pct,0.001,138,3;2;6;5;1;3,-4.959309455013469,1.0019668134062e-08,1.471005274902121,55.481937135570426
ampicillin,assumed_0.1pct,0.001,139,3;6;1;3;5;2,-4.959309455013469,1.0019668134062e-08,1.471005274902121,55.48193713557043
ampicillin,assumed_0.1pct,0.001,140,6;5;6;6;3;3,-4.824723419105166,8.541577285099404e-08,1.353890170426157,64.51614501029745
ampicillin,assumed_0.1pct,0.001,141,6;6;3;4;6;2,-4.267416926217734,1.0000003537172302e-08,1.325291476386757,60.40696916943542
ampicillin,assumed_0.1pct,0.001,142,4;5;5;2;4;3,-4.383318525848905,1.1866305098095354e-08,1.3615161893932421,71.24219626780756
ampicillin,assumed_0.1pct,0.001,143,4;3;1;2;5;2,-4.53703157511071,1.5633741074369046e-08,1.4552096351915857,59.09952541045816
ampicillin,assumed_0.1pct,0.001,144,4;1;6;5;3;1,-4.688509249848218,1.0474166492577666e-08,1.4348827851136816,69.7482212433939
ampicillin,assumed_0.1pct,0.001,145,3;5;6;2;3;2,-4.803005002905539,1.4131850725444518e-07,1.436774427479395,54.20797949240727
ampicillin,assumed_0.1pct,0.001,146,4;4;4;6;6;5,-3.954784373743578,7.780214384224528e-08,1.2960001173885725,60.1106060954029
ampicillin,assumed_0.1pct,0.001,147,4;1;1;1;5;5,-4.676804828578369,1.4363711907570813e-07,1.4826123753053537,57.407923450571445
ampicillin,assumed_0.1pct,0.001,148,6;2;6;2;5;1,-4.373156831455447,1.8734919882851832e-08,1.4151285994051772,41.006252950132854
ampicillin,assumed_0.1pct,0.001,149,2;1;1;2;6;3,-4.671447583191151,1.000001017710436e-08,1.5124040866763726,46.73636178273562
ampicillin,assumed_0.1pct,0.001,150,4;4;5;4;5;2,-4.045192861155175,1.0001999479175494e-08,1.327916110808442,62.923422843414535
ampicillin,assumed_0.1pct,0.001,151,4;6;3;1;3;2,-4.708412792535537,1.0006707127511803e-08,1.4216975255765278,74.21821495803543
ampicillin,assumed_0.1pct,0.001,152,1;3;2;5;4;5,-4.655066201211999,1.0031819670076214e-08,1.440170375262605,61.87366051927949
ampicillin,assumed_0.1pct,0.001,153,3;5;3;3;5;2,-6.50826134098717,0.012727989284735109,1.7635825146218407,49.69864945427599
ampicillin,assumed_0.1pct,0.001,154,3;6;5;1;2;3,-4.959309455013469,1.0019668134062e-08,1.471005274902121,55.481937135570426
ampicillin,assumed_0.1pct,0.001,155,3;2;3;3;6;1,-5.1491997962201115,4.02303038474534e-08,1.5073450165734585,58.88795017035881
ampicillin,assumed_0.1pct,0.001,156,2;3;1;6;1;6,-4.678704152232659,3.0994471244421006e-08,1.454579539329251,55.434173905459055
ampicillin,assumed_0.1pct,0.001,157,6;4;1;1;5;4,-4.341871456089392,1.0489660937693889e-08,1.3907119548983469,72.5570669539618
ampicillin,assumed_0.1pct,0.001,158,5;2;4;1;4;3,-4.438941950217311,8.928643112963139e-08,1.397888930227984,75.5937784795658
ampicillin,assumed_0.1pct,0.001,159,6;2;4;3;3;5,-4.685576323207343,1.6943793887849178e-08,1.3767179310221436,71.66895987433105
ampicillin,assumed_0.1pct,0.001,160,3;5;2;2;2;2,-4.473176165837443,1.000173838143469e-08,1.5031282180494252,35.825917096574486
ampicillin,assumed_0.1pct,0.001,161,6;4;3;2;5;1,-4.538659876720996,5.829894836632507e-08,1.407874433250843,65.24491935661445
ampicillin,assumed_0.1pct,0.001,162,1;3;3;1;1;3,-5.370600773955357,1.4360992159720913e-07,1.6738441071774515,33.122435815310865
ampicillin,assumed_0.1pct,0.001,163,3;5;1;1;5;4,-4.809786405523067,2.6797581897730908e-08,1.467161502697732,64.33508319715125
ampicillin,assumed_0.1pct,0.001,164,2;4;2;4;4;2,-3.916586195788318,3.11698122108748e-08,1.3195239142767403,50.23016701666305
ampicillin,assumed_0.1pct,0.001,165,3;6;1;4;1;5,-4.688535681500767,1.0000000000816752e-08,1.4348986561178163,69.74822020352687
ampicillin,assumed_0.1pct,0.001,166,6;3;2;6;5;3,-4.8182100521900315,2.3371249586592644e-08,1.3873839486694406,60.065363314479896
ampicillin,assumed_0.1pct,0.001,167,5;1;2;4;6;2,-4.284739034399123,1.6186931393747727e-07,1.406266562356719,50.4609910507833
ampicillin,assumed_0.1pct,0.001,168,2;5;5;3;3;3,-6.4867517030348365,0.012331500558749446,1.7589484549381953,49.69671490475267
ampicillin,assumed_0.1pct,0.001,169,3;2;2;2;6;5,-4.4827348139065135,9.499005558932434e-08,1.432542903936927,43.315617093595066
ampicillin,assumed_0.1pct,0.001,170,5;3;5;1;4;5,-4.7906093187199845,4.7055052013976877e-07,1.4276249327059487,63.87633922022108
ampicillin,assumed_0.1pct,0.001,171,6;2;3;6;4;5,-4.37417527603201,6.579283286185926e-08,1.3473922393481808,61.826675629601056
ampicillin,assumed_0.1pct,0.001,172,3;1;1;2;5;4,-4.684716207100845,1.172572478180177e-07,1.4839472560800204,62.13511003034119
ampicillin,assumed_0.1pct,0.001,173,4;4;3;4;3;2,-4.349311651587095,1.000000000000549e-08,1.3164075975872687,91.24613818777819
ampicillin,assumed_0.1pct,0.001,174,5;2;1;1;1;1,-4.800250652671773,5.374368961076636e-08,1.5848953327330173,29.978545630930178
ampicillin,assumed_0.1pct,0.001,175,1;1;4;6;3;5,-4.688528477333728,1.5028123018929314e-08,1.4348802738635504,69.74823154492809
ampicillin,assumed_0.1pct,0.001,176,4;6;4;2;3;3,-4.448485230898961,1.0002259127959746e-08,1.3324368823702608,82.65266865367715
ampicillin,assumed_0.1pct,0.001,177,6;2;4;2;3;6,-4.273965213695933,4.540095090529351e-08,1.3488806339348938,57.66770860915438
ampicillin,assumed_0.1pct,0.001,178,4;6;3;1;2;2,-4.433053881375154,1.0122946640936938e-07,1.4173529160153653,62.03980912551679
ampicillin,assumed_0.1pct,0.001,179,1;4;4;4;2;4,-3.9911968759551932,1.0000000000000018e-08,1.3182557260600647,73.78586707659336
ampicillin,assumed_0.1pct,0.001,180,1;2;6;2;4;5,-4.2849914137625,1.0000634432917549e-08,1.4064202045789091,50.46069614662219
ampicillin,assumed_0.1pct,0.001,181,2;2;5;5;4;3,-4.49164432831888,3.4158950908905077e-08,1.4099581884379433,57.119655693195774
ampicillin,assumed_0.1pct,0.001,182,4;2;3;4;6;4,-4.103536262298433,1.0005935150269921e-08,1.298867296863478,74.42996251773525
ampicillin,assumed_0.1pct,0.001,183,4;5;3;6;4;1,-4.434636327561236,1.4508841217770136e-08,1.365400753172749,79.81260705930538
ampicillin,assumed_0.1pct,0.001,184,2;2;5;4;2;4,-4.051933895070746,1.0691664307260587e-07,1.364566646667153,47.91565354075778
ampicillin,assumed_0.1pct,0.001,185,5;2;5;4;5;1,-4.486866465085889,1.001550604145226e-08,1.4254052162587667,52.78114927570919
ampicillin,assumed_0.1pct,0.001,186,4;3;6;4;3;1,-4.602781562586295,1.1088756174902974e-08,1.368936038004051,90.47410224894688
ampicillin,assumed_0.1pct,0.001,187,3;6;6;3;2;4,-4.5586350706980605,1.0003682312688536e-08,1.3460176323423767,73.16719195083697
ampicillin,assumed_0.1pct,0.001,188,4;4;5;1;1;3,-4.5860954277108075,6.3800096292945e-08,1.426943131774449,81.35332494032937
ampicillin,assumed_0.1pct,0.001,189,2;5;2;5;3;4,-4.491859985735824,1.0024017393109848e-08,1.4097512160715548,57.11961533464594
ampicillin,assumed_0.1pct,0.001,190,1;5;4;4;3;4,-4.342525768909235,1.1460680522549951e-08,1.354605427515071,88.91881269862554
ampicillin,assumed_0.1pct,0.001,191,5;3;1;1;4;6,-4.688554061814816,1.1912305887229512e-08,1.43488394470616,69.74822445665593
ampicillin,assumed_0.1pct,0.001,192,5;5;4;5;6;1,-4.481955491260328,5.625502203729449e-08,1.393197461952661,58.00970672602994
