condition,initial_condition_scenario,initial_fraction,trial,split_id,n_train_observations,n_test_observations,train_times_h,test_times_h,method,test_rmse_observed_log,D,alpha,beta,train_sse,initial_condition_max_abs_error
ampicillin,classification_anchor,1.5908037919303823e-05,6,2bd28833be7c,51,9,0;0.33333333;0.66666667;1.5;2;2.5;3;4;5;6,1;7,PINN,0.9585507091954638,-3.9764715277265763,4.483875443160903e-05,0.750894899141589,0.28185371928922315,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,7,a4cbfc0d95a9,51,9,0;0.33333333;0.66666667;1;1.5;2.5;3;4;6;7,2;5,NLLS,1.0795547757019113,-4.36266223524626,0.00040832640831188884,0.9770704660009916,49.125245116445114,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,7,a4cbfc0d95a9,51,9,0;0.33333333;0.66666667;1;1.5;2.5;3;4;6;7,2;5,NN,0.9504285521414275,,,,1.0123042984312673,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,7,a4cbfc0d95a9,51,9,0;0.33333333;0.66666667;1;1.5;2.5;3;4;6;7,2;5,PINN,0.9601079667334003,-4.0114717898978425,3.9796682679949846e-05,0.691785966081029,0.28039448471751854,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,8,2bd28833be7c,51,9,0;0.33333333;0.66666667;1.5;2;2.5;3;4;5;6,1;7,NLLS,1.1325349535651685,-4.168612250707551,0.00045907565272022496,1.1122524860548328,49.16459965730807,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,8,2bd28833be7c,51,9,0;0.33333333;0.66666667;1.5;2;2.5;3;4;5;6,1;7,NN,1.0004456815489156,,,,0.9984484608520521,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,8,2bd28833be7c,51,9,0;0.33333333;0.66666667;1.5;2;2.5;3;4;5;6,1;7,PINN,0.9422750019261403,-3.947462261000824,1.742437709162387e-05,0.6888959462340746,0.28362248190132655,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,9,3f1a2829110a,49,11,0;0.66666667;1;2;2.5;3;4;5;6;7,0.33333333;1.5,NLLS,0.8358732368283726,-4.224947622590969,0.0002203376153028413,0.9140293216895565,50.74271333109212,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,9,3f1a2829110a,49,11,0;0.66666667;1;2;2.5;3;4;5;6;7,0.33333333;1.5,NN,0.8329791178456161,,,,1.0603479273949896,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,9,3f1a2829110a,49,11,0;0.66666667;1;2;2.5;3;4;5;6;7,0.33333333;1.5,PINN,0.7918550892239495,-3.999731424953725,1.6316096558107593e-05,0.6608010565942368,0.29878158441302255,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,10,81b42f0bc07a,50,10,0;0.33333333;0.66666667;1;1.5;2;2.5;3;5;7,4;6,NLLS,1.1202630636271933,-4.378904188832206,0.001061396588126049,1.1364342524634496,49.362787437567135,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,10,81b42f0bc07a,50,10,0;0.33333333;0.66666667;1;1.5;2;2.5;3;5;7,4;6,NN,0.7815041402445857,,,,1.0692676157272638,0.0
ampicillin,classification_anchor,1.5908037919303823e-05,10,81b42f0bc07a,50,10,0;0.33333333;0.66666667;1;1.5;2;2.5;3;5;7,4;6,PINN,0.7917207383344224,-4.020372495443105,3.648159635204275e-05,0.6922821954200509,0.29653181855233807,0.0
