dataset,condition,initial_condition_scenario,initial_fraction,fold,selection_seed,train_times_h,test_times_h,n_train_observations,n_test_observations,method,D,alpha,beta,train_sse,training_objective,network_train_sse,ode_implied_train_sse,test_rmse_observed_log,ode_implied_test_rmse_log,network_to_fitted_ode_rmse_log,initial_condition_max_abs_error,selected_start_id,selected_weight_seed_index,all_RN_rmse_h-1,all_RP_rmse_h-1,selected_network_seed,network_observed_sse,network_r2,ode_implied_observed_sse,ode_implied_r2
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,6,81006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NN,,,,50.91797106430895,0.9983916573146023,50.91797106430895,,1.000936522036381,,,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,6,81006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,PINN,-4.002479663877677,6.1166373546772365e-06,0.645289060059222,50.53494276062756,0.3018322736224048,50.53494276062756,50.584544377174716,0.9935258039134259,0.9967521729569664,0.007157188760157406,0.0,1.0,1.0,0.008672742081588896,0.004194231756208418,81006101.0,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,7,81007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,51,9,NLLS,-4.362614109831582,0.00040828530760604864,0.9770609848504292,49.12524504403664,49.12524504403664,49.12524504403664,49.12524504403664,1.0795271187230837,1.0795271187230837,0.0,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,7,81007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,51,9,NN,,,,51.63027672782238,1.0123585207955128,51.63027672782238,,0.9511005668293396,,,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,7,81007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,51,9,PINN,-4.077379918082236,2.191843598506327e-05,0.6741594680726544,50.81372823319238,0.3067915790232325,50.81372823319238,51.038766983692234,0.9384871527174774,0.937767614553842,0.0065802130161517714,0.0,1.0,1.0,0.010872065091446628,0.006437299348727038,81007101.0,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,8,81008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NLLS,-4.168617931024191,0.00045910225981624233,1.1122557884984374,49.16459967462203,49.16459967462203,49.16459967462203,49.16459967462203,1.1325230343410044,1.1325230343410044,0.0,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,8,81008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NN,,,,50.91211953205768,0.9982768959387093,50.91211953205768,,1.0008417434336645,,,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,8,81008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,PINN,-3.9946313893478425,3.904809869442971e-06,0.6483418341565231,50.56149040562556,0.302552415797561,50.56149040562556,50.628880275377384,1.00320296283554,1.0064487384429364,0.005532557428078831,0.0,1.0,1.0,0.00937747687835189,0.004058734099526754,81008101.0,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,9,81009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,49,11,NLLS,-4.22487591946775,0.00022054008397026265,0.9141964240782658,50.74271319236606,50.74271319236606,50.742713192366054,50.742713192366054,0.83586020099845,0.83586020099845,0.0,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,9,81009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,49,11,NN,,,,51.97132658270646,1.0606394137373298,51.97132658270646,,0.833339245630577,,,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,9,81009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,49,11,PINN,-4.054767364326549,2.037081204121592e-05,0.6752205388584416,51.31825648691705,0.3233090458709987,51.31825648691705,51.43138733606657,0.8296798949057105,0.8304670568017655,0.005313169544255116,0.0,1.0,1.0,0.009829157777428113,0.009371934073244624,81009101.0,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,10,81010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,50,10,NLLS,-4.378930326580349,0.0010615022281252348,1.1364478689600188,49.36278743739072,49.36278743739072,49.362787437390715,49.362787437390715,1.1202846847062002,1.1202846847062002,0.0,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,10,81010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,50,10,NN,,,,53.45853571505442,1.0691707516591682,53.45853571505442,,0.7814958937593004,,,0.0,,,,,,,,,
Umetani,ampicillin,classification_anchor,1.5908037919303823e-05,10,81010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,50,10,PINN,-4.053044295392044,1.201985092153828e-05,0.64200929951925,52.844996152051756,0.3215366795285026,52.844996152051756,53.02762874204793,0.7813588690734165,0.7815207523732048,0.0046713605896723425,0.0,1.0,1.0,0.007982248088584382,0.005180269422641172,81010101.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,0,70000,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;4;5;6;7,,36,0,NLLS,-4.525389050500972,1.000000000000151e-08,0.5441107577449953,14.151400910926832,14.151400910926832,14.15140091092683,14.15140091092683,,,0.0,0.0,,,,,,14.15140091092683,0.9649383884608693,14.15140091092683,0.9649383884608693
Umetani,ciprofloxacin,assumed_0.1pct,0.001,0,70000,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;4;5;6;7,,36,0,NN,,,,14.543208992677187,0.40399141867023247,14.543208992677187,,,,,0.0,,,,,,14.543208992677187,0.963967641971056,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,0,70000,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;4;5;6;7,,36,0,PINN,-6.109993978070472,8.94123936451592e-06,0.5367122422393573,25.66971927486212,0.24969237019527055,25.66971927486212,25.476563512542956,,,0.026036009701770894,0.0,2.0,0.0,0.025590013033653557,0.008494890008062058,70000200.0,25.66971927486212,0.9364005209661744,25.476563512542956,0.9368790850565855
Umetani,ciprofloxacin,assumed_0.1pct,0.001,1,70001,0;0.666666666667;1;1.5;2;2.5;4;5;6;7,0.333333333333;3,30,6,NLLS,-4.486200241417354,1.0000000000101199e-08,0.544448277378907,12.556140937801239,12.556140937801239,12.556140937801237,12.556140937801237,0.5174708873763042,0.5174708873763042,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,1,70001,0;0.666666666667;1;1.5;2;2.5;4;5;6;7,0.333333333333;3,30,6,NN,,,,12.607618916788612,0.4202635083938197,12.607618916788612,,0.5434901075348997,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,1,70001,0;0.666666666667;1;1.5;2;2.5;4;5;6;7,0.333333333333;3,30,6,PINN,-4.699315439133398,3.1542274601010793e-06,0.5156813945460647,13.011163430230475,0.1482536285516566,13.011163430230475,13.091154942900177,0.5024459557158836,0.5033940979451246,0.013349154731035305,0.0,0.0,1.0,0.017662604240271683,0.007590083216864028,70001001.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,2,70002,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NLLS,-4.63319476424072,1.00000000079236e-08,0.5291749572229726,9.959311978088477,9.959311978088477,9.959311978088477,9.959311978088477,0.8503632236000132,0.8503632236000132,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,2,70002,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NN,,,,10.255036414842206,0.3418532271958897,10.255036414842206,,0.8118386055082314,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,2,70002,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,PINN,-6.117696666324374,0.00014938229350460334,0.5540373962583591,20.698316499714497,0.27847780517076737,20.698316499714497,20.614563009164677,0.9060007482178424,0.9166649532809663,0.023735794220315694,0.0,2.0,1.0,0.025788472740307808,0.02754300515338083,70002201.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,3,70003,0;0.333333333333;0.666666666667;1;2.5;3;4;5;6;7,1.5;2,30,6,NLLS,-4.797394982113271,1.0000000118450335e-08,0.5482879746105724,10.407767625764333,10.407767625764333,10.407767625764333,10.407767625764333,0.8430996711862645,0.8430996711862645,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,3,70003,0;0.333333333333;0.666666666667;1;2.5;3;4;5;6;7,1.5;2,30,6,NN,,,,11.991576109138215,0.3997527578146201,11.991576109138215,,0.7148034909916243,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,3,70003,0;0.333333333333;0.666666666667;1;2.5;3;4;5;6;7,1.5;2,30,6,PINN,-4.61382761687481,3.111098875671298e-06,0.555264663365937,10.482918530261708,0.11300665887754253,10.482918530261708,10.571935143251988,0.7875008254728459,0.7850707953801515,0.006499046460148719,0.0,0.0,0.0,0.011910515965632359,0.004927602093158705,70003000.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,4,70004,0;0.333333333333;0.666666666667;1;2;2.5;3;5;6;7,1.5;4,30,6,NLLS,-4.649828760855808,1.000000000111962e-08,0.5217765056609412,11.559710049657093,11.559710049657093,11.559710049657095,11.559710049657095,0.6899277833553332,0.6899277833553332,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,4,70004,0;0.333333333333;0.666666666667;1;2;2.5;3;5;6;7,1.5;4,30,6,NN,,,,12.466439205263924,0.41556593801438474,12.466439205263924,,0.6664091939832842,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,4,70004,0;0.333333333333;0.666666666667;1;2;2.5;3;5;6;7,1.5;4,30,6,PINN,-4.394276440020641,0.00011579465292350272,0.5280058078008039,11.853276456518422,0.131216879053562,11.853276456518422,11.895911007941859,0.6671155764314901,0.6720149407777269,0.009642736420783076,0.0,1.0,1.0,0.010159512890588435,0.012267896246405632,70004101.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,5,70005,0;0.333333333333;0.666666666667;1.5;2.5;3;4;5;6;7,1;2,30,6,NLLS,-4.716733653680441,1.0000000257347729e-08,0.547669191321187,10.185249443749328,10.185249443749328,10.185249443749326,10.185249443749326,0.8400710513892024,0.8400710513892024,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,5,70005,0;0.333333333333;0.666666666667;1.5;2.5;3;4;5;6;7,1;2,30,6,NN,,,,11.075062391122056,0.36919422896298276,11.075062391122056,,0.7763486210912636,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,5,70005,0;0.333333333333;0.666666666667;1.5;2.5;3;4;5;6;7,1;2,30,6,PINN,-4.422360367955726,0.0001093505447372831,0.5588016599165768,10.722769892643736,0.11492204004238087,10.722769892643736,10.701463356718463,0.7750240831765122,0.7776196332022736,0.006202626635447194,0.0,1.0,1.0,0.009980388260438984,0.0075067189610389185,70005101.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,6,70006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NLLS,-4.4828194253282945,1.2078639409273645e-05,0.6013725575946487,9.742112117029857,9.742112117029857,9.742112117029858,9.742112117029858,0.9688953921544803,0.9688953921544803,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,6,70006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NN,,,,10.257960905268632,0.3419432594729379,10.257960905268632,,0.9798482347575509,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,6,70006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,PINN,-5.421539755534539,8.37137883226492e-05,0.742889558413605,17.740351691782752,0.21643589850687267,17.740351691782752,19.02928664834737,1.6435932874581645,1.6819804178880775,0.06842589547192142,0.0,2.0,1.0,0.015236332312053773,0.02359543517957152,70006201.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,7,70007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NLLS,-4.63319476424072,1.00000000079236e-08,0.5291749572229726,9.959311978088477,9.959311978088477,9.959311978088477,9.959311978088477,0.8503632236000132,0.8503632236000132,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,7,70007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NN,,,,10.257254586603535,0.34192725559627085,10.257254586603535,,0.8117741638952535,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,7,70007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,PINN,-4.125965381061147,9.159973854491293e-05,0.5526276777078303,12.083038275067926,0.16634418027599107,12.083038275067926,12.215416090450699,0.7510707892478209,0.7530609649169245,0.008543177883080545,0.0,1.0,1.0,0.02865268628171772,0.0101141050032267,70007101.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,8,70008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NLLS,-4.4828194253282945,1.2078639409273645e-05,0.6013725575946487,9.742112117029857,9.742112117029857,9.742112117029858,9.742112117029858,0.9688953921544803,0.9688953921544803,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,8,70008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NN,,,,10.314228624838123,0.34381989379498684,10.314228624838123,,0.9836679124037271,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,8,70008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,PINN,-6.215971010624765,7.119042765293363e-05,0.5957086422671328,16.154499457973696,0.1916286365460281,16.154499457973696,16.216008535380876,1.44558600988523,1.4444173115414747,0.011478786036907072,0.0,2.0,0.0,0.020910785369210445,0.01281380113898062,70008200.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,9,70009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,30,6,NLLS,-4.57152498683873,1.0000000366148807e-08,0.5438593056404993,11.868470610814907,11.868470610814907,11.868470610814908,11.868470610814908,0.6189104529474602,0.6189104529474602,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,9,70009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,30,6,NN,,,,12.498685883189777,0.4166386122143307,12.498685883189777,,0.6950883801162001,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,9,70009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,30,6,PINN,-6.001441252378752,6.306259212693622e-06,0.508467278954673,18.71757413985534,0.22751102754704372,18.71757413985534,18.570240498787413,0.9710757755481714,0.9726229561154429,0.008499292342792892,0.0,2.0,0.0,0.025008803132974575,0.013849756593035174,70009200.0,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,10,70010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,30,6,NLLS,-4.54093197981839,1.0001584867219331e-08,0.5172335963448739,11.85482681364856,11.85482681364856,11.85482681364856,11.85482681364856,0.6547702319423137,0.6547702319423137,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,10,70010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,30,6,NN,,,,12.144800554402048,0.40483823468060365,12.144800554402048,,0.6268090871617238,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,assumed_0.1pct,0.001,10,70010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,30,6,PINN,-4.176334634196506,9.691005187402929e-05,0.5403107681478897,12.912644553206418,0.15664421949535376,12.912644553206418,13.03752516724941,0.620972013806011,0.6228834645167967,0.008299891508459768,0.0,1.0,0.0,0.022720805530908786,0.006700446612311196,70010100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,0,71000,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;4;5;6;7,,36,0,NLLS,-4.342937610435784,0.0014714448808773955,0.4199542833907455,13.462223868587701,13.462223868587701,13.462223868587701,13.462223868587701,,,0.0,0.0,,,,,,13.462223868587701,0.9666458984022719,13.462223868587701,0.9666458984022719
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,0,71000,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;4;5;6;7,,36,0,NN,,,,15.651104770145766,0.4347562099659323,15.651104770145766,,,,,0.0,,,,,,15.651104770145766,0.9612227115136444,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,0,71000,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;4;5;6;7,,36,0,PINN,-3.961901371288551,3.176538593399441e-05,0.21066158751860253,15.453500019915072,0.1348074975091247,15.453500019915072,15.477314335592586,,,0.0051049210800839205,0.0,1.0,0.0,0.009463753586507764,0.005664971474969423,71000100.0,15.453500019915072,0.9617122984481453,15.477314335592586,0.9616532959302596
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,1,71001,0;0.666666666667;1;1.5;2;2.5;4;5;6;7,0.333333333333;3,30,6,NLLS,-4.179619284834048,0.0006052738422911121,0.32931999500039555,11.342215093825557,11.342215093825557,11.342215093825557,11.342215093825557,0.6552873990893306,0.6552873990893306,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,1,71001,0;0.666666666667;1;1.5;2;2.5;4;5;6;7,0.333333333333;3,30,6,NN,,,,11.707786447991134,0.3902609778279501,11.707786447991134,,0.8186487495058709,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,1,71001,0;0.666666666667;1;1.5;2;2.5;4;5;6;7,0.333333333333;3,30,6,PINN,-3.972428380082508,1.9111980622966103e-05,0.2063321806706511,11.630459272615628,0.12439471770214994,11.630459272615628,11.714004851810524,0.7926845875498083,0.7934811377108494,0.0062131683532144835,0.0,1.0,1.0,0.01136646364542657,0.005984027641246711,71001101.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,2,71002,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NLLS,-4.49863842495578,0.0009838268970220733,0.3462853025851144,8.348078866213095,8.348078866213095,8.348078866213095,8.348078866213095,0.9832718481748525,0.9832718481748525,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,2,71002,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NN,,,,10.438046552263513,0.34794946326608733,10.438046552263513,,0.9429473204372819,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,2,71002,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,PINN,-4.169517733219808,8.150499053247234e-06,0.16871896750518933,10.197178060204468,0.10984849230740892,10.197178060204468,10.279813327843666,0.9472968026889551,0.9455441904383621,0.004545314463108334,0.0,1.0,0.0,0.01056064437951118,0.0069783764268071605,71002100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,3,71003,0;0.333333333333;0.666666666667;1;2.5;3;4;5;6;7,1.5;2,30,6,NLLS,-4.721547442555011,0.0009640362413995193,0.35459015145231326,8.53403870234565,8.53403870234565,8.534038702345649,8.534038702345649,1.085708585306743,1.085708585306743,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,3,71003,0;0.333333333333;0.666666666667;1;2.5;3;4;5;6;7,1.5;2,30,6,NN,,,,11.879196916221781,0.39599559602262197,11.879196916221781,,0.8057634822312906,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,3,71003,0;0.333333333333;0.666666666667;1;2.5;3;4;5;6;7,1.5;2,30,6,PINN,-4.072591966067337,1.0862718696711283e-05,0.2040562721994865,11.029612712209948,0.12018510143295966,11.029612712209948,11.14449895303593,0.8459140421403464,0.8455272469107331,0.007400708635923069,0.0,1.0,0.0,0.010797380571024936,0.009100711714766518,71003100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,4,71004,0;0.333333333333;0.666666666667;1;2;2.5;3;5;6;7,1.5;4,30,6,NLLS,-4.538975833197536,0.002356822634102286,0.4634653914793813,11.381197228753944,11.381197228753944,11.381197228753944,11.381197228753944,0.6418641505279655,0.6418641505279655,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,4,71004,0;0.333333333333;0.666666666667;1;2;2.5;3;5;6;7,1.5;4,30,6,NN,,,,14.175666915094055,0.47252519890508926,14.175666915094055,,0.5743957617583945,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,4,71004,0;0.333333333333;0.666666666667;1;2;2.5;3;5;6;7,1.5;4,30,6,PINN,-3.896005632980922,7.704610435802688e-05,0.20985831075433647,13.694852104094485,0.14500246656127308,13.694852104094485,13.71823580759699,0.5626007880592252,0.5614915914246474,0.0027393792689119466,0.0,1.0,1.0,0.010795129788013374,0.006663363932289718,71004101.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,5,71005,0;0.333333333333;0.666666666667;1.5;2.5;3;4;5;6;7,1;2,30,6,NLLS,-4.509173943821481,0.0009413227331081196,0.35870305333205005,8.539291901355655,8.539291901355655,8.539291901355654,8.539291901355654,0.9750978056136629,0.9750978056136629,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,5,71005,0;0.333333333333;0.666666666667;1.5;2.5;3;4;5;6;7,1;2,30,6,NN,,,,10.731958739625787,0.3577477835585236,10.731958739625787,,0.8986557332797298,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,5,71005,0;0.333333333333;0.666666666667;1.5;2.5;3;4;5;6;7,1;2,30,6,PINN,-4.107803134936926,2.1977623246205258e-05,0.19616131282181629,10.151002344163505,0.1114017466763922,10.151002344163505,10.23024686537486,0.9225736569478714,0.9226954363609597,0.006004088622261977,0.0,1.0,0.0,0.01223526128547903,0.007187020332506322,71005100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,6,71006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NLLS,-4.479017792136456,0.003265943636318367,0.601865986724203,9.742112124088024,9.742112124088024,9.742112124088026,9.742112124088026,0.968882407661257,0.968882407661257,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,6,71006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NN,,,,12.795823758184847,0.4265297095381401,12.795823758184847,,0.7291484759623653,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,6,71006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,PINN,-3.921286163775804,9.894873490820722e-07,0.20864673131442826,12.548936220431955,0.13013147507869607,12.548936220431955,12.622808453921554,0.725221831329385,0.7286077807776027,0.005112509667052408,0.0,1.0,0.0,0.008241098905579114,0.005160721631785796,71006100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,7,71007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NLLS,-4.49863842495578,0.0009838268970220733,0.3462853025851144,8.348078866213095,8.348078866213095,8.348078866213095,8.348078866213095,0.9832718481748525,0.9832718481748525,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,7,71007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,NN,,,,10.376481371199926,0.3458958180483331,10.376481371199926,,0.9528658816277071,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,7,71007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,30,6,PINN,-4.182859628688983,5.186677753660792e-06,0.16722817006128995,10.151081381332304,0.10768789988035343,10.151081381332304,10.23798940024801,0.9552420301967889,0.9544786146519577,0.008474184622864069,0.0,1.0,1.0,0.010173347704921683,0.004644589854375851,71007101.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,8,71008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NLLS,-4.479017792136456,0.003265943636318367,0.601865986724203,9.742112124088024,9.742112124088024,9.742112124088026,9.742112124088026,0.968882407661257,0.968882407661257,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,8,71008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,NN,,,,12.787612776357433,0.426255992153788,12.787612776357433,,0.7291093258305194,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,8,71008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,30,6,PINN,-3.965135217360265,2.819396471039781e-06,0.19829294057775557,12.525511906509573,0.1264413032920054,12.525511906509573,12.581547225753916,0.7021766741255575,0.7040144464576612,0.0030712821469425985,0.0,1.0,0.0,0.00425672224698394,0.002452173848898566,71008100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,9,71009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,30,6,NLLS,-4.278958586135926,0.0013161471028278221,0.4076016010359498,11.123860289788643,11.123860289788643,11.123860289788645,11.123860289788645,0.6279351189217662,0.6279351189217662,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,9,71009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,30,6,NN,,,,12.648346030683399,0.42161412186103436,12.648346030683399,,0.7950794979960671,,,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,9,71009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,30,6,PINN,-3.8334064785462263,2.4462995411512298e-05,0.1997232301823561,12.444283924442892,0.1267779445559814,12.444283924442892,12.451815806583642,0.7837891557068781,0.7858258151435725,0.002348111519394047,0.0,1.0,0.0,0.004823319920706055,0.004862388317637299,71009100.0,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,10,71010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,30,6,NLLS,-4.4253797942514135,0.002057948222311786,0.43889327086842317,11.591603183317213,11.591603183317213,11.591603183317211,11.591603183317211,0.6117403253749164,0.6117403253749164,0.0,0.0,,,,,,,,,
Umetani,ciprofloxacin,classification_anchor,0.00016165371753033532,10,71010,0;0.333333333333;0.666666666667;1;1.5;2;2.5;3;5;7,4;6,30,6,NN,,,,14.383494419018458,0.479452006751336,14.383494419018458,,0.47999204218616065,,,0.0,,,,,,,,,
