dataset,condition,initial_condition_scenario,initial_fraction,fold,selection_seed,train_times_h,test_times_h,n_train_observations,n_test_observations,method,D,alpha,beta,train_sse,training_objective,network_train_sse,ode_implied_train_sse,test_rmse_observed_log,ode_implied_test_rmse_log,network_to_fitted_ode_rmse_log,initial_condition_max_abs_error,selected_start_id,selected_weight_seed_index,all_RN_rmse_h-1,all_RP_rmse_h-1,selected_network_seed,network_observed_sse,network_r2,ode_implied_observed_sse,ode_implied_r2
Umetani,ampicillin,assumed_0.1pct,0.001,6,80006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NLLS,-4.40969962355529,2.2598529958167983e-08,1.5036094319361315,50.96285342266946,50.96285342266946,50.96285342266946,50.96285342266946,1.4266521072763818,1.4266521072763818,0.0,0.0,,,,,,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,6,80006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NN,,,,50.26549247328225,0.9855999787960168,50.26549247328225,,1.3693390545018334,,,0.0,,,,,,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,6,80006,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,PINN,-4.423455787655177,6.38501470170535e-05,1.5071135080304967,51.00982606063445,0.3026381599258452,51.00982606063445,51.013793563445326,1.4256355162248446,1.4259718333250033,0.0018111386392627663,0.0,1.0,0.0,0.004803242820904889,0.0052187360968866505,80006100.0,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,7,80007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,51,9,NLLS,-4.673283914468894,1.0000000015708875e-08,1.375751740052298,54.68650443229911,54.68650443229911,54.68650443229911,54.68650443229911,1.1200618779089804,1.1200618779089804,0.0,0.0,,,,,,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,7,80007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,51,9,NN,,,,53.36733398021672,1.0464281700542517,53.36733398021672,,1.070864435544579,,,0.0,,,,,,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,7,80007,0;0.333333333333;0.666666666667;1;1.5;2.5;3;4;6;7,2;5,51,9,PINN,-5.240815697250267,2.8010266657460395e-06,1.319598025530994,59.839535380219836,0.36466331496018967,59.839535380219836,60.225546832654615,1.3126087572880243,1.3151450584621434,0.011105877011352452,0.0,0.0,1.0,0.015422129940399827,0.004540759283067315,80007001.0,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,8,80008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NLLS,-4.40969962355529,2.2598529958167983e-08,1.5036094319361315,50.96285342266946,50.96285342266946,50.96285342266946,50.96285342266946,1.4266521072763818,1.4266521072763818,0.0,0.0,,,,,,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,8,80008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,NN,,,,50.28541163158711,0.9859903517438159,50.28541163158711,,1.3704459702870941,,,0.0,,,,,,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,8,80008,0;0.333333333333;0.666666666667;1.5;2;2.5;3;4;5;6,1;7,51,9,PINN,-4.4095279292546286,9.882697534366151e-05,1.5145887700074134,51.04836089578204,0.3062477020754956,51.04836089578204,51.042424032258054,1.444405332599215,1.4452258946341352,0.003129978218377951,0.0,1.0,0.0,0.00825514167229605,0.0070866414636394665,80008100.0,,,,
Umetani,ampicillin,assumed_0.1pct,0.001,9,80009,0;0.666666666667;1;2;2.5;3;4;5;6;7,0.333333333333;1.5,49,11,NLLS,-4.874051266849444,1.0000000137856856e-08,1.394419079130274,55.13746633404849,55.13746633404849,55.1374663340485,55.1374663340485,1.0691290996313592,1.0691290996313592,0.0,0.0,,,,,,,,,
