dataset,condition,initial_condition_scenario,initial_fraction,fold,selection_seed,train_times_h,test_times_h,n_train_observations,n_test_observations,method,time_h,log_relative_abundance
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.0,0.0
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.04006677796327212,-0.08722371802610175
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.08013355592654424,-0.17428357262816288
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.12020033388981635,-0.2611665326513867
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.16026711185308848,-0.3478585974372476
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.2003338898163606,-0.43434473646051097
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.2404006677796327,-0.5206088281523926
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.28046744574290483,-0.6066335951323114
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.32053422370617696,-0.6924005389185958
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.3606010016694491,-0.7778898746567371
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.4006677796327212,-0.8630804659384922
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.44073455759599334,-0.9479497588085071
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.4808013355592654,-1.0324737188297617
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.5208681135225376,-1.1166267702746886
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.5609348914858097,-1.200381739026117
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.6010016694490818,-1.2837098002709113
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.6410684474123539,-1.366580433597817
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.681135225375626,-1.4489613849002414
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.7212020033388982,-1.5308186394263261
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.7612687813021702,-1.6121164064916984
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.8013355592654424,-1.6928171183822254
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.8414023372287145,-1.7728814457581992
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.8814691151919867,-1.852268331994392
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.9215358931552587,-1.9309350486172459
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,0.9616026711185308,-2.008837274645922
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.001669449081803,-2.08592920197736
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.0417362270450752,-2.162163669011515
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.0818030050083471,-2.237492324485724
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.1218697829716193,-2.3118658231143785
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.1619365609348915,-2.385234054250871
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.2020033388981637,-2.457546403194012
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.2420701168614356,-2.5287520465469107
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.2821368948247078,-2.5988002793022074
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.32220367278798,-2.667640871655973
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.362270450751252,-2.7352244533192627
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.4023372287145242,-2.8015029199485437
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.4424040066777963,-2.8664298575884684
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.4824707846410685,-2.9299609781161986
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.5225375626043405,-2.9920545591131438
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.5626043405676127,-3.052671879261624
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.6026711185308848,-3.1117776412739766
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.6427378964941568,-3.1693403723378712
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.682804674457429,-3.2253327950208797
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.7228714524207012,-3.279732156933933
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.7629382303839733,-3.3325205132855653
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.8030050083472453,-3.383684953682967
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.8430717863105175,-3.4332177677971334
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.8831385642737897,-3.4811165455877275
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.9232053422370616,-3.527384208193111
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,1.9632721202003338,-3.572028970165289
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.003338898163606,-3.615064233189918
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.043405676126878,-3.6565084140996644
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.0834724540901504,-3.696384712597444
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.1235392320534223,-3.7347208237275624
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.1636060100166943,-3.7715486035964148
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.2036727879799667,-3.8069036960578972
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.2437395659432386,-3.8408251289341306
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.2838063439065106,-3.873354889922949
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.323873121869783,-3.9045374901123764
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.363939899833055,-3.9344195244160063
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.4040066777963274,-3.963049236924335
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.4440734557595993,-3.99047609774551
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.4841402337228713,-4.016750398435103
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.5242070116861437,-4.041922870409229
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.5642737896494157,-4.0660443305693255
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.6043405676126876,-4.089165357477611
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.64440734557596,-4.111335999305604
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.684474123539232,-4.132605515392178
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.724540901502504,-4.153022150876901
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.7646076794657763,-4.172632944011602
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.8046744574290483,-4.191483565597247
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.8447412353923207,-4.209618187898731
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.8848080133555927,-4.2270793820203885
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.9248747913188646,-4.243908040982095
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,2.964941569282137,-4.260143326195599
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.005008347245409,-4.275822635304381
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.045075125208681,-4.290981588283673
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.0851419031719534,-4.305654030058257
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.1252086811352253,-4.3198720470063465
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.1652754590984973,-4.333665995269564
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.2053422370617697,-4.34706453904849
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.2454090150250416,-4.360094696730128
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.2854757929883136,-4.372781893583536
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.325542570951586,-4.3851500192514274
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.365609348914858,-4.397221488867829
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.4056761268781304,-4.409017306697656
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.4457429048414023,-4.420557131136045
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.4858096828046743,-4.431859340486495
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.5258764607679467,-4.442941098550946
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.5659432387312187,-4.453818419592032
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.6060100166944906,-4.464506232171474
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.646076794657763,-4.47501844135947
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.686143572621035,-4.485367989187864
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.726210350584307,-4.495566912925028
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.7662771285475793,-4.5056264011221145
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.8063439065108513,-4.5155568472859215
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.8464106844741233,-4.525367901038581
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.8864774624373957,-4.535068516840676
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.9265442404006676,-4.544667000152573
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,3.96661101836394,-4.554171051143273
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.006677796327212,-4.563587805956267
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.046744574290484,-4.572923875564354
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.086811352253756,-4.582185382349944
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.126878130217029,-4.591377994413882
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.166944908180301,-4.600506957768121
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.207011686143573,-4.6095771264755685
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.247078464106845,-4.618592990764477
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.287145242070117,-4.62755870343934
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.327212020033389,-4.636478104340064
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.367278797996661,-4.645354743297868
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.407345575959933,-4.654191901465402
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.447412353923205,-4.662992611043424
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.487479131886477,-4.67175967390014
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.527545909849749,-4.680495678510772
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.567612687813021,-4.689203016091553
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.607679465776294,-4.697883895195769
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.647746243739566,-4.706540355587499
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.687813021702838,-4.715174280828951
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.72787979966611,-4.723787410167409
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.767946577629382,-4.732381349391519
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.808013355592655,-4.740957580957688
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.848080133555927,-4.749517473416563
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.888146911519199,-4.758062290123851
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.928213689482471,-4.766593196996293
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,4.968280467445743,-4.775111270288133
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.0083472454090145,-4.783617503151868
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.048414023372287,-4.792112812274185
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.088480801335559,-4.800598043491522
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.128547579298831,-4.809073977399115
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.168614357262103,-4.817541334266764
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.208681135225375,-4.826000778678894
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.248747913188648,-4.834452923877816
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.28881469115192,-4.842898335628317
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.328881469115192,-4.8513375360039435
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.368948247078464,-4.859771006585916
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.409015025041736,-4.868199191741217
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.449081803005008,-4.876622501379737
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.489148580968281,-4.885041313697445
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.529215358931553,-4.893455977575096
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.569282136894825,-4.901866814862308
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.609348914858097,-4.910274122481962
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.649415692821369,-4.918678174309516
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.689482470784641,-4.92707922302097
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.729549248747913,-4.935477501668105
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.769616026711185,-4.943873225264551
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.809682804674457,-4.952266592118837
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.849749582637729,-4.960657785175664
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.889816360601001,-4.969046973177928
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.929883138564274,-4.97743431177856
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,5.969949916527546,-4.985819944558684
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.010016694490818,-4.99420400394741
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.05008347245409,-5.002586612106023
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.090150250417362,-5.010967881689594
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.130217028380634,-5.019347916669884
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.170283806343907,-5.02772681292119
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.210350584307179,-5.036104658845654
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.250417362270451,-5.04448153600849
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.290484140233723,-5.0528575196598275
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.330550918196995,-5.061232679161494
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.370617696160267,-5.069607078466144
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.410684474123539,-5.077980776675643
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.450751252086811,-5.0863538281942615
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.490818030050083,-5.094726283253329
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.530884808013355,-5.1030981882085635
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.570951585976627,-5.111469585730815
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.6110183639399,-5.1198405152701865
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.651085141903172,-5.128211013166938
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.691151919866444,-5.136581112912276
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.731218697829716,-5.144950845470823
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.771285475792988,-5.1533202393374475
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.811352253756261,-5.161689320827062
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,NLLS,6.851419031719533,-5.170058114218259
