dataset,condition,initial_condition_scenario,initial_fraction,fold,selection_seed,train_times_h,test_times_h,n_train_observations,n_test_observations,method,time_h,log_relative_abundance
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.287145242070117,-4.311925681147884
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.327212020033389,-4.350431878405035
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.367278797996661,-4.388855452352345
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.407345575959933,-4.427193742975958
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.447412353923205,-4.4654440175532315
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.487479131886477,-4.503603469665664
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.527545909849749,-4.54166921827682
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.567612687813021,-4.579638306882358
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.607679465776294,-4.617507702739638
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.647746243739566,-4.655274296184756
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.687813021702838,-4.692934900045127
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.72787979966611,-4.730486249156104
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.767946577629382,-4.767924999990454
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.808013355592655,-4.805247730409753
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.848080133555927,-4.842450939547107
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.888146911519199,-4.879531047830835
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.928213689482471,-4.916484397158983
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,4.968280467445743,-4.953307251234746
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.0083472454090145,-4.989995796073067
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.048414023372287,-5.026546140688766
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.088480801335559,-5.062954317976654
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.128547579298831,-5.0992162857941645
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.168614357262103,-5.135327928256914
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.208681135225375,-5.1712850572576095
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.248747913188648,-5.207083414218511
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.28881469115192,-5.242718672087464
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.328881469115192,-5.278186437587189
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.368948247078464,-5.313482253727145
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.409015025041736,-5.348601602586759
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.449081803005008,-5.383539908378334
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.489148580968281,-5.418292540797162
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.529215358931553,-5.45285481866567
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.569282136894825,-5.487222013877526
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.609348914858097,-5.521389355646611
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.649415692821369,-5.55535203506471
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.689482470784641,-5.589105209970501
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.729549248747913,-5.622644010131132
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.769616026711185,-5.655963542736218
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.809682804674457,-5.689058898202544
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.849749582637729,-5.721925156286096
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.889816360601001,-5.754557392496272
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.929883138564274,-5.786950684805348
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,5.969949916527546,-5.819100120644204
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.010016694490818,-5.851000804173473
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.05008347245409,-5.88264786381705
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.090150250417362,-5.914036460042898
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.130217028380634,-5.945161793373854
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.170283806343907,-5.976019112609034
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.210350584307179,-6.00660372323422
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.250417362270451,-6.03691099599751
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.290484140233723,-6.066936375624366
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.330550918196995,-6.096675389644244
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.370617696160267,-6.126123657298946
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.410684474123539,-6.155276898501101
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.450751252086811,-6.184130942809435
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.490818030050083,-6.212681738385972
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.530884808013355,-6.240925360898993
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.570951585976627,-6.268858022334413
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.6110183639399,-6.296476079677342
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.651085141903172,-6.323776043424954
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.691151919866444,-6.350754585891394
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.731218697829716,-6.377408549265333
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.771285475792988,-6.403734953381002
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.811352253756261,-6.429731003164029
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.851419031719533,-6.455394095714187
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.891485809682805,-6.4807218269883435
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.931552587646077,-6.505711998048297
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,6.971619365609349,-6.530362620839959
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.0116861435726205,-6.554671923472405
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.051752921535893,-6.578638354967647
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.091819699499165,-6.602260589454594
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.131886477462437,-6.625537529783558
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.171953255425709,-6.648468310540715
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.212020033388981,-6.671052300445268
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.252086811352254,-6.6932891041154825
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.292153589315526,-6.715178563193383
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.332220367278798,-6.736720756821605
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.37228714524207,-6.757916001469614
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.412353923205342,-6.77876485011035
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.452420701168614,-6.799268090752105
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.492487479131887,-6.819426744334145
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.532554257095159,-6.839242061998288
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.572621035058431,-6.85871552175211
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.612687813021703,-6.877848824542858
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.652754590984975,-6.8966438897643005
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.6928213689482465,-6.9151028502217295
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.732888146911519,-6.933228046583024
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.772954924874791,-6.951022021346163
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.813021702838063,-6.968487512355726
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.853088480801335,-6.985627445902838
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.893155258764607,-7.002444929444531
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.93322203672788,-7.0189432439798
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,7.973288814691152,-7.0351258361205495
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.013355592654424,-7.050996309896262
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.053422370617696,-7.0665584183315255
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.093489148580968,-7.0818160548356
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.13355592654424,-7.096773244442903
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.173622704507512,-7.111434134942784
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.213689482470784,-7.125802987936115
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.253756260434058,-7.139884169855229
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.29382303839733,-7.153682142982438
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.333889816360601,-7.167201456500981
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.373956594323873,-7.180446737610546
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.414023372287145,-7.193422682737815
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.454090150250417,-7.206134048870579
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.49415692821369,-7.218585645041968
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.534223706176961,-7.230782323989275
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.574290484140233,-7.2427289740097915
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.614357262103505,-7.254430511033883
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.654424040066777,-7.265891870933386
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.694490818030049,-7.277118002081312
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.734557595993323,-7.288113858176689
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.774624373956595,-7.298884391346314
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.814691151919867,-7.309434545533204
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.854757929883139,-7.319769250179582
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.89482470784641,-7.329893414210355
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.934891485809683,-7.339811920321347
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,8.974958263772955,-7.349529619574801
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.015025041736227,-7.359051326303173
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.055091819699499,-7.368381813320768
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.09515859766277,-7.3775258074414
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.135225375626042,-7.386487985299095
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.175292153589316,-7.395272969467687
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.215358931552588,-7.40388532487418
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.25542570951586,-7.41232955549988
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.295492487479132,-7.420610101362454
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.335559265442404,-7.428731335771493
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.375626043405676,-7.436697562849459
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.415692821368948,-7.444513015309513
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.45575959933222,-7.452181852481264
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.495826377295492,-7.45970815857517
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.535893155258764,-7.467095941176113
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.575959933222036,-7.474349129956464
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.61602671118531,-7.481471575598892
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.656093489148581,-7.488467048919093
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.696160267111853,-7.49533924017865
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.736227045075125,-7.502091758578296
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.776293823038397,-7.5087281319219175
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.81636060100167,-7.515251806441826
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.856427378964941,-7.521666146775955
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.896494156928213,-7.527974436087842
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.936560934891485,-7.5341798763205095
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,9.976627712854757,-7.540285588575549
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.016694490818029,-7.546294613609002
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.056761268781303,-7.5522099124359094
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.096828046744575,-7.558034367035634
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.136894824707847,-7.563770781150419
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.176961602671119,-7.569421881169874
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.21702838063439,-7.574990317094424
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.257095158597663,-7.580478663571037
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.297161936560935,-7.5858894209948575
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.337228714524207,-7.5912250166706885
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.377295492487479,-7.59648780602853
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.41736227045075,-7.601680073887743
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.457429048414022,-7.6068040357646565
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.497495826377296,-7.611861839218755
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.537562604340568,-7.616855565232885
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.57762938230384,-7.621787229623181
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.617696160267112,-7.626658784474726
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.657762938230384,-7.6314721195991995
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.697829716193656,-7.636229064011068
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.737896494156928,-7.6409313874191085
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.7779632721202,-7.645580801730295
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.818030050083472,-7.650178962563343
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.858096828046744,-7.654727470769378
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.898163606010016,-7.65922787395744
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.93823038397329,-7.66368166802271
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,10.978297161936561,-7.668090298675486
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,11.018363939899833,-7.672455162969137
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,11.058430717863105,-7.676777610825332
Peyrusson,peyrusson_extracellular_oxacillin,assumed_0.1pct,0.001,0,100000,0;1;3;6;24,,15,0,PINN-network,11.098497495826377,-7.681058946555015
