condition,source_file,source_sheet,source_row,replicate,time_min,time_h,raw_cells_ml,baseline_cells_ml,is_zero_count,relative_abundance,log_relative_abundance
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,15,5,12.5,0.20833333333333334,2000.0,1200000000.0,False,1.6666666666666667e-06,-13.304684934198283
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,15,6,12.5,0.20833333333333334,0.0,1020000000.0,True,0.0,
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,16,1,15.0,0.25,13000.0,1320000000.0,False,9.848484848484848e-06,-11.528192937101016
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,16,2,15.0,0.25,4000.0,730000000.0,False,5.479452054794521e-06,-12.114505452004684
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,16,3,15.0,0.25,0.0,1170000000.0,True,0.0,
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,16,4,15.0,0.25,2000.0,1140000000.0,False,1.7543859649122807e-06,-13.253391639810733
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,16,5,15.0,0.25,0.0,1200000000.0,True,0.0,
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,16,6,15.0,0.25,0.0,1020000000.0,True,0.0,
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,17,1,20.0,0.3333333333333333,2800.0,1320000000.0,False,2.121212121212121e-06,-13.063522877381395
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,17,2,20.0,0.3333333333333333,300.0,730000000.0,False,4.1095890410958903e-07,-14.70477261745051
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,17,3,20.0,0.3333333333333333,0.0,1170000000.0,True,0.0,
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,17,4,20.0,0.3333333333333333,400.0,1140000000.0,False,3.5087719298245616e-07,-14.862829552244833
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,17,5,20.0,0.3333333333333333,0.0,1200000000.0,True,0.0,
nordholt_ddac,spectrum.03276-22-s0002(04).xlsx,E_ddac,17,6,20.0,0.3333333333333333,0.0,1020000000.0,True,0.0,
